can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,predicted_points
True,False,0.0,0.0,513834,0,0,0,0,0,3,0.0,0.0,0,24,0,601,False,95,51,50,580,0.0,False,473,0.0,False,,4,5,36,24,0,534,0,0,0.0,508,,409,618,False,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,790,340,789,340,782,338,790,340,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,230,146,607,228,789,340,776,329,0.0,0.0,0.0
True,False,100.0,100.0,472739,0,0,-1,1,0,1,0.0,0.0,0,71,0,615,False,174,98,39,465,0.0,False,582,0.1,False,,0,5,36,12682,0,11012,0,0,0.0,621,241.0,20,24,False,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,585,57,566,40,519,20,585,57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,762,78,59,18,594,57,503,67,0.0,0.0,0.0
True,False,0.0,0.0,463067,0,0,-5,5,1,3,0.0,0.0,0,169,0,618,False,3,452,50,444,3.4,False,584,0.3,False,,2,5,36,360345,0,341583,0,0,19.0,268,73.0,260,395,False,444,1651,5,6,6,29,0,0,0,2,0,0,1,288,355.4,281.8,404,103.0,19,4.57,1.67,6.24,27.9,0,0,0,0,0,0,0,208,92,158,110,83,54,145,84,,,,,,,0.25,0.0,0.09,0.34,1.52,1.58,222,140,599,222,106,48,301,91,1.04,0.33,89.20178614550655
True,False,0.0,0.0,231416,0,0,-1,1,0,2,0.0,0.0,0,154,0,628,False,152,165,44,294,3.2,False,349,0.1,False,,2,5,36,74231,0,72494,0,0,4.3,237,219.0,350,129,False,294,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40,24.0,5,0.44,0.31,0.75,9.44,0,0,0,0,0,0,0,378,134,318,102,355,119,383,131,,,,,,,0.1,0.0,0.07,0.17,2.21,1.87,521,99,274,179,125,30,477,167,1.17,0.47,18.698333333333334
True,False,100.0,100.0,219249,0,0,0,0,0,3,2.2,0.0,6,344,0,629,False,174,434,55,244,2.4,False,514,0.0,False,,0,5,36,20543,0,18525,0,0,9.1,547,58.0,340,432,False,244,929,2,3,2,20,1,0,0,1,0,0,2,209,211.4,322.5,219,75.3,11,2.76,2.04,4.8,14.27,0,0,0,0,0,0,0,301,139,129,90,161,102,219,113,1.0,,,,,,0.27,0.0,0.2,0.47,1.38,1.94,111,69,691,276,231,100,554,209,1.07,0.19,49.995635073260075
True,False,0.0,0.0,447720,0,0,0,0,0,2,0.0,0.0,0,197,0,663,False,62,282,40,407,0.0,False,589,0.0,False,,4,5,36,5264,0,5277,0,0,0.0,628,241.0,233,618,False,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,607,211,594,209,553,198,607,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,662,179,101,49,614,210,619,214,0.0,0.0,0.0
True,False,,,565858,0,0,-1,1,0,1,0.0,0.0,0,284,0,668,False,174,603,39,672,0.0,False,108,0.9,False,,0,5,36,183556,0,101541,0,0,0.0,117,104.0,321,56,False,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,590,59,571,42,527,23,590,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,772,81,69,21,599,59,221,29,0.0,0.0,0.0
True,False,0.0,0.0,539721,0,0,0,0,0,2,0.0,0.0,0,443,0,681,False,77,357,40,634,0.0,False,449,0.0,False,,4,5,36,1473,0,1598,0,0,0.0,484,242.0,299,618,False,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,632,228,620,227,581,218,632,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,695,204,134,74,639,227,704,240,0.0,0.0,0.0
True,False,,,589100,0,0,0,0,0,2,0.0,0.0,0,206,0,685,False,174,603,40,705,0.0,False,623,0.0,False,,0,5,36,3069,0,2307,0,0,0.0,654,104.0,372,92,False,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,646,240,634,239,595,230,646,240,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,713,220,152,90,653,239,635,220,0.0,0.0,0.0
True,False,100.0,100.0,514254,0,0,0,0,0,3,1.0,0.0,11,118,0,714,False,174,259,55,581,1.9,False,281,0.0,False,,0,5,36,2664,0,1792,0,0,5.5,293,168.0,3,541,False,581,507,1,1,0,13,0,0,0,0,0,0,2,130,124.2,143.2,69,33.6,4,0.82,1.16,1.98,9.28,0,0,0,0,0,0,0,371,172,257,159,313,172,348,173,,,,,,,0.15,0.0,0.21,0.36,1.65,2.31,122,75,702,282,322,146,653,265,0.71,0.0,30.943404761904763
True,False,,,100053901,0,0,0,0,0,5,11.8,0.0,10,150,0,739,False,174,603,11,19,0.0,False,321,2.3,False,,0,5,36,67399,0,31537,0,0,108.2,335,80.0,209,514,False,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8,3,5,2,1,3,31,565,15,543,15,494,15,565,15,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,794,10,15,15,575,15,553,9,0.0,0.0,93.84690627917833
True,False,,,567121,0,0,0,0,0,3,0.0,0.0,0,241,0,758,False,174,603,45,674,0.0,False,369,0.0,False,,0,5,36,629,0,377,0,0,0.0,401,241.0,403,427,False,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,753,317,750,317,733,309,753,317,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,467,296,416,100,756,318,764,321,0.0,0.0,0.0
True,False,,,439135,0,0,0,0,0,2,0.0,0.0,0,131,0,763,False,174,603,45,379,0.5,False,121,0.0,False,,0,5,36,2334,0,1469,0,0,0.2,131,104.0,403,175,False,379,19,0,0,0,2,0,0,0,0,0,0,0,-2,7.0,0.6,0,0.7,0,0.0,0.0,0.0,0.44,0,0,0,0,0,0,0,509,181,503,185,677,263,530,186,,,,,,,0.0,0.0,0.0,0.0,2.08,9.47,390,68,339,202,556,194,672,227,0.0,0.0,1.0
True,False,,,547720,0,0,0,0,0,2,0.0,0.0,0,80,0,791,False,174,603,40,647,0.0,False,654,0.0,False,,0,5,36,248,0,108,0,0,0.0,138,241.0,355,478,False,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,637,233,625,232,586,223,637,233,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,701,210,140,80,644,232,771,261,0.0,0.0,0.0
True,False,,,604988,0,0,0,0,0,2,0.0,0.0,0,162,0,794,False,174,603,40,728,0.0,False,617,0.0,False,,0,5,36,148,0,64,0,0,0.0,251,241.0,21,160,False,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,651,245,639,244,601,236,651,245,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,719,226,158,96,658,244,783,265,0.0,0.0,0.0
True,False,,,597320,0,0,0,0,0,3,0.2,0.0,0,181,0,795,False,174,603,45,721,1.0,False,314,0.0,False,,0,5,36,157,0,48,0,0,0.2,305,241.0,160,396,False,721,6,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.9,6,0.9,0,0.0,0.05,0.05,0.0,0,0,0,0,0,0,0,543,251,499,244,452,231,527,243,,,,,,,0.0,0.0,0.75,0.75,0.0,0.0,482,305,431,109,503,228,790,339,0.0,0.0,1.0
True,False,0.0,0.0,532605,0,0,0,0,0,3,0.0,0.0,0,25,0,150,False,20,16,45,618,0.0,False,494,0.0,False,,4,6,8,0,0,631,0,0,0.0,38,,409,618,False,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,737,305,733,305,717,297,737,305,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,446,281,395,85,741,306,775,328,0.0,0.0,0.0
True,False,0.0,0.0,518620,0,0,0,0,0,3,0.0,0.0,0,537,0,151,False,156,123,45,600,0.0,False,82,0.1,False,,4,6,8,5940,0,30655,0,0,0.0,775,,409,618,False,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,729,298,725,298,707,289,729,298,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,435,273,384,77,733,299,462,167,0.0,0.0,0.0
True,False,100.0,100.0,242880,0,0,-3,3,0,2,-0.5,-0.5,0,50,0,153,False,174,216,42,316,1.4,False,50,0.1,False,,0,6,8,12686,0,22025,0,0,1.7,55,73.0,77,517,False,316,332,0,0,0,5,0,0,0,0,0,0,0,35,66.0,12.6,0,7.9,3,0.0,0.08,0.08,5.34,0,0,0,0,0,0,0,427,155,448,160,621,246,457,161,,,,,,,0.0,0.0,0.02,0.02,1.45,1.36,620,153,201,129,400,134,482,169,0.81,0.0,7.445
True,False,,,482158,0,0,-1,1,0,1,-0.5,-0.5,0,307,0,154,False,174,603,39,487,0.0,False,73,0.2,False,,0,6,8,25963,0,28478,0,0,0.0,81,72.0,345,91,False,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,586,58,567,41,520,21,586,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,764,79,61,19,595,58,335,50,0.0,0.0,0.0
True,False,,,122074,0,0,-1,1,0,1,-0.5,-0.5,0,325,0,155,False,174,603,39,63,0.0,False,75,0.4,False,,0,6,8,34216,0,36904,0,0,0.0,85,241.0,362,482,False,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,575,48,555,30,507,10,575,48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,742,68,39,8,585,49,290,44,0.0,0.0,0.0
True,False,,,486672,0,0,-1,1,0,3,3.0,-0.5,2,364,0,157,False,174,603,49,495,2.6,False,109,1.0,False,,0,6,8,294654,0,289677,0,0,20.0,118,62.0,199,32,False,495,3351,1,4,12,42,0,0,0,11,0,0,4,650,627.6,568.8,95,129.2,38,0.81,2.82,3.63,45.42,0,0,0,0,0,0,0,83,29,62,51,280,155,99,64,,,,,,,0.02,0.0,0.08,0.1,1.22,1.13,270,173,560,192,195,82,209,65,1.02,0.32,98.80215720390719
True,False,0.0,0.0,505187,0,0,-1,1,0,3,0.0,0.0,0,78,0,158,False,99,340,44,564,0.0,False,118,0.1,False,,4,6,8,23729,0,31224,0,0,0.0,127,106.0,259,618,False,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,678,261,674,262,649,251,678,261,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,541,323,294,21,685,264,465,169,0.0,0.0,0.0
True,False,100.0,100.0,180736,0,0,-1,1,4,2,2.5,-0.5,0,494,0,159,False,174,409,44,140,3.7,False,127,0.7,False,,0,6,8,279303,0,230679,0,0,21.1,135,241.0,220,88,False,140,1969,3,1,6,25,0,0,0,3,0,0,11,379,496.4,124.2,222,84.6,23,1.98,0.64,2.62,27.15,0,0,0,0,0,0,0,145,55,272,75,158,25,187,56,,,,,,,0.09,0.0,0.03,0.12,1.24,1.14,507,90,260,170,68,9,234,90,1.05,0.27,95.0734486545661
True,False,0.0,0.0,478912,0,0,-3,3,0,3,0.0,0.0,0,77,0,161,False,52,356,47,483,0.0,False,136,0.0,False,,4,6,8,4843,0,8839,0,0,0.0,146,241.0,73,618,False,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,771,328,768,328,755,323,771,328,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,335,218,477,136,772,329,579,223,0.0,0.0,0.0
True,False,100.0,100.0,460028,0,0,-1,1,2,2,3.0,-0.5,15,300,0,162,False,174,283,44,428,3.1,False,144,2.4,False,,0,6,8,1105860,0,958654,0,0,24.8,155,241.0,19,515,False,428,3150,2,1,10,41,0,0,0,9,0,0,6,461,692.0,214.3,185,109.4,35,1.92,1.31,3.23,43.52,0,0,0,0,0,0,0,60,24,194,43,195,36,133,35,,,,,,,0.05,0.0,0.04,0.09,1.24,1.17,531,105,284,185,132,35,125,46,1.0,0.29,108.478389520202
True,False,100.0,100.0,179268,0,0,4,-4,5,2,5.5,-0.5,8,321,0,163,False,174,213,54,137,3.7,False,151,11.8,False,,0,6,8,2224687,0,1662071,0,0,24.6,162,200.0,86,444,False,137,2988,5,2,9,38,0,0,0,8,1,0,14,533,668.6,350.6,358,137.9,33,2.79,2.39,5.18,39.94,0,0,0,0,0,0,0,71,28,116,25,94,5,90,12,,,,,,,0.08,0.0,0.07,0.15,1.2,1.14,129,13,671,256,72,11,35,14,0.99,0.27,132.37037683150183
True,False,0.0,0.0,520295,0,0,-1,1,0,4,0.0,0.0,0,110,0,164,False,154,134,54,605,0.0,False,229,0.1,False,,4,6,8,4727,0,15354,0,0,0.0,165,54.0,2,451,False,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,797,83,797,83,793,83,797,83,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,140,38,682,54,796,83,540,73,0.0,0.0,0.0
True,False,0.0,0.0,617054,0,0,-1,1,0,4,0.0,0.0,0,113,0,165,False,91,420,49,749,0.0,False,748,0.1,False,,4,6,8,17623,0,23659,0,0,0.0,182,30.0,320,86,False,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,780,78,778,77,769,78,780,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,277,56,567,37,780,79,418,64,0.0,0.0,0.0
True,False,100.0,100.0,215413,0,0,-5,5,0,3,-0.3,-0.5,1,283,0,166,False,174,237,55,236,1.4,False,171,0.1,False,,0,6,8,8266,0,28271,0,0,3.3,189,241.0,47,108,False,236,257,0,1,0,3,0,0,0,0,0,0,1,71,57.4,47.4,21,12.6,2,0.22,0.22,0.44,3.88,0,0,0,0,0,0,0,435,198,367,200,401,210,428,201,,,,,,,0.08,0.0,0.08,0.16,1.36,1.05,110,68,690,275,417,195,452,160,0.7,0.0,15.29
True,False,100.0,100.0,448047,0,0,-3,3,2,3,4.3,-0.5,3,143,0,168,False,174,284,47,409,3.8,False,221,4.1,False,,0,6,8,1865471,0,1635475,0,0,28.7,229,10.0,402,330,False,409,2943,6,8,10,37,0,0,0,8,0,0,11,691,761.6,1131.6,517,241.3,32,6.23,6.11,12.34,38.06,0,0,0,0,0,0,0,41,10,4,4,60,39,13,9,3.0,,3.0,,4.0,,0.19,0.0,0.19,0.38,1.16,1.13,330,214,472,132,60,29,96,30,0.98,0.31,140.07416666666668
True,False,0.0,0.0,232787,0,0,-1,1,0,3,0.0,0.0,0,92,0,169,False,159,55,59,303,0.0,False,242,0.1,False,,4,6,8,1567,0,72833,0,0,0.0,261,,409,618,False,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,799,345,799,345,798,344,799,345,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,83,54,720,293,798,345,429,149,0.0,0.0,0.0
True,False,0.0,0.0,514280,0,0,0,0,0,2,0.0,0.0,0,13,0,170,False,18,25,40,582,0.0,False,252,0.0,False,,4,6,8,0,0,7629,0,0,0.0,270,,409,618,False,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,624,222,611,220,571,210,624,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,683,194,122,64,631,221,636,221,0.0,0.0,0.0
True,False,100.0,100.0,482609,0,0,-1,1,0,2,0.3,-0.5,1,318,0,171,False,174,507,49,489,1.9,False,278,1.4,False,,0,6,8,368106,0,563610,0,0,12.2,290,73.0,354,379,False,489,1853,0,1,4,26,0,0,0,4,0,0,2,285,336.8,394.6,147,87.9,19,1.44,1.91,3.35,27.43,0,0,0,0,0,0,0,222,83,103,22,226,57,173,50,,,,,,,0.07,0.0,0.09,0.16,1.33,1.26,269,34,559,241,319,103,171,68,0.92,0.19,63.92446266233767
True,False,100.0,100.0,225796,0,0,-2,2,1,2,2.7,-0.5,6,422,0,172,False,174,180,48,279,2.8,False,331,1.1,False,,0,6,8,297018,0,211689,0,0,11.2,359,241.0,208,154,False,279,1057,1,2,3,14,0,0,0,1,0,0,5,223,207.6,202.1,56,46.7,12,0.45,1.15,1.6,16.1,0,0,0,0,0,0,0,303,110,209,48,329,105,301,94,2.0,,2.0,,,,0.04,0.0,0.1,0.14,1.37,1.19,302,38,511,232,173,53,197,78,1.02,0.26,50.56733766233767
True,False,0.0,0.0,549068,0,0,-2,2,0,3,0.0,0.0,0,399,0,173,False,13,124,43,651,0.0,False,359,0.1,False,,2,6,8,16024,0,14665,0,0,0.0,391,241.0,377,303,False,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,669,256,663,257,633,245,669,256,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,596,346,246,9,676,259,509,185,0.0,0.0,0.0
True,False,100.0,100.0,514356,0,0,0,0,0,3,1.7,-0.5,1,440,0,174,False,174,471,45,586,1.6,False,390,0.4,False,,0,6,8,191344,0,265669,0,0,5.8,424,21.0,246,96,False,586,792,0,1,3,11,0,0,0,4,0,0,0,125,113.2,121.7,7,24.4,11,0.25,0.38,0.63,14.33,0,0,0,0,0,0,0,381,179,275,168,444,226,380,189,,,,,,,0.03,0.0,0.04,0.07,1.63,1.25,431,269,380,73,370,171,280,87,1.25,0.34,26.858790697048047
True,False,0.0,0.0,66749,0,0,-2,2,0,4,0.0,0.0,0,439,0,175,False,126,81,63,763,0.0,False,406,0.2,False,,4,6,8,8049,0,61765,0,0,0.0,437,,409,618,False,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,800,85,800,85,800,85,800,85,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,52,22,751,66,799,85,378,61,0.0,0.0,0.0
True,False,0.0,0.0,204727,0,0,0,0,0,2,0.0,0.0,0,315,0,176,False,119,11,45,195,0.0,False,601,0.0,False,,4,6,8,0,0,457,0,0,0.0,445,,409,618,False,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,692,262,688,261,667,259,692,262,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,374,60,323,194,697,261,777,262,0.0,0.0,0.0
True,False,100.0,100.0,248857,0,0,-5,5,1,3,1.7,-0.5,3,383,0,177,False,174,391,60,346,3.8,False,413,3.2,False,,0,6,8,2492829,0,2378242,0,0,20.0,449,241.0,264,184,False,346,2028,7,5,6,28,0,0,0,3,0,0,12,425,479.2,475.1,998,195.3,27,9.62,2.86,12.48,29.55,0,0,0,0,0,0,0,150,56,80,62,11,6,37,29,,,,,3.0,,0.43,0.0,0.13,0.56,1.31,1.24,77,49,729,300,64,30,109,34,1.2,0.27,117.43536111111109
True,False,100.0,100.0,499309,0,0,-3,3,0,4,-0.5,-0.5,0,321,0,178,False,174,371,47,544,1.0,False,277,0.5,False,,0,6,8,114268,0,161747,0,0,0.6,459,200.0,21,61,False,544,71,0,0,0,2,0,0,0,0,0,0,0,11,4.4,11.8,6,2.2,0,0.0,0.02,0.02,1.46,0,0,0,0,0,0,0,521,53,453,51,454,57,505,55,,,,,,,0.0,0.0,0.03,0.03,1.85,2.54,340,63,482,26,514,59,269,45,0.0,0.0,3.06
True,False,0.0,0.0,465920,0,0,-4,4,0,3,0.0,0.0,0,368,0,179,False,148,199,61,455,1.0,False,483,0.2,False,,3,6,8,18933,0,44003,0,0,1.1,517,225.0,203,77,False,455,145,0,0,0,2,0,0,0,0,0,0,0,26,23.2,31.5,31,8.5,1,0.24,0.66,0.9,3.28,0,0,0,0,0,0,0,474,218,398,211,379,202,452,212,,,,,,,0.15,0.0,0.41,0.56,2.04,1.24,73,45,738,308,528,246,377,122,0.62,0.0,6.28
True,False,0.0,0.0,517052,0,0,2,-2,2,4,0.0,0.0,0,380,0,180,False,149,560,77,595,4.0,False,330,6.2,False,,3,6,8,5372437,0,5139743,0,0,15.7,526,189.0,20,400,False,595,2220,10,6,11,24,0,0,0,7,1,0,17,417,546.4,368.3,976,187.4,28,11.68,1.9,13.58,28.47,0,0,0,0,0,0,0,121,14,113,8,12,6,44,8,,,,,,,0.47,0.0,0.08,0.55,1.15,0.97,15,5,791,84,49,15,60,12,1.14,0.45,118.34764880952382
True,False,100.0,100.0,213198,0,0,-8,8,2,3,-0.5,-0.5,0,86,0,181,False,174,532,57,225,2.2,False,504,2.0,False,,0,6,8,423231,0,1768345,0,0,10.5,540,73.0,20,287,False,225,904,3,2,2,16,0,0,0,2,0,0,5,190,230.2,204.9,339,77.1,9,5.11,1.01,6.12,16.25,0,0,0,0,0,0,0,280,129,207,140,99,64,210,109,,,,,2.0,,0.51,0.0,0.1,0.61,1.62,1.59,95,62,707,284,263,114,138,46,0.9,0.2,58.30191666666666
True,False,100.0,100.0,244851,0,0,0,0,6,3,3.7,-0.5,3,91,0,182,True,174,444,105,331,5.8,False,537,34.3,False,,0,6,8,7552330,0,7950784,0,0,20.4,573,241.0,31,106,False,331,3193,15,10,10,41,0,0,1,7,0,0,35,952,1068.2,1259.2,1052,338.0,36,16.79,9.53,26.32,43.88,0,0,0,0,0,0,0,4,3,2,2,9,5,3,3,1.0,,1.0,,1.0,,0.47,0.0,0.27,0.74,1.24,1.16,3,2,802,346,4,3,5,3,1.01,0.28,219.805
True,False,0.0,0.0,457569,0,0,-1,1,0,1,0.0,0.0,0,538,0,183,False,96,95,44,426,0.0,False,545,0.1,False,,4,6,8,2753,0,64997,0,0,0.0,583,,409,618,False,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,675,81,671,78,645,64,675,81,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,530,24,283,62,682,81,405,55,0.0,0.0,0.0
True,False,0.0,0.0,551230,0,0,-1,1,0,3,0.0,0.0,0,426,0,184,False,70,321,44,660,1.0,False,536,0.1,False,,4,6,8,41967,0,45887,0,0,1.6,609,173.0,175,618,False,660,176,0,0,1,2,0,0,0,2,0,0,0,22,30.4,9.2,19,5.9,1,0.16,0.15,0.31,3.17,0,0,0,0,0,0,0,464,211,468,235,405,211,474,221,,,,,,,0.08,0.0,0.08,0.16,1.62,1.02,546,328,299,26,487,218,453,161,0.51,0.51,6.935
True,False,100.0,100.0,215059,0,0,0,0,2,1,4.3,-0.5,6,433,0,185,False,174,533,45,233,3.9,False,650,6.2,False,,0,6,8,2374350,0,2101220,0,0,28.0,682,200.0,87,366,False,233,2880,0,0,10,34,0,1,0,5,0,95,11,470,755.6,20.0,0,77.5,32,0.0,0.02,0.02,38.55,0,0,0,0,0,0,0,42,10,431,7,670,69,208,10,,,,,,,0.0,2.97,0.0,0.0,1.2,1.06,378,17,327,67,50,8,62,11,1.0,0.31,130.3864418359418
True,False,,,109646,0,0,-3,3,0,2,1.5,-0.5,6,491,0,187,False,174,603,42,38,3.2,False,4,0.3,False,,0,6,8,101592,0,94547,0,0,16.9,699,241.0,21,488,False,38,1403,1,1,7,14,0,0,0,4,0,0,7,305,352.2,48.2,92,49.6,15,0.93,0.23,1.16,19.62,0,0,0,0,0,0,0,212,76,366,127,284,85,292,89,,,,,,,0.06,0.0,0.01,0.07,1.26,0.9,608,142,189,118,122,29,294,114,0.96,0.45,73.42147444263253
True,False,0.0,0.0,444463,0,0,-2,2,0,2,0.0,0.0,0,516,0,189,False,108,472,43,399,1.9,False,229,0.2,False,,2,6,8,86707,0,109766,0,0,6.0,729,73.0,407,348,False,399,1172,0,0,2,13,0,0,0,7,0,0,2,162,200.2,85.0,33,31.9,14,0.44,0.18,0.62,14.76,0,0,0,0,0,0,0,312,117,314,99,370,126,355,118,,,,,,,0.03,0.0,0.01,0.04,1.13,1.0,583,129,233,155,312,102,331,127,1.08,0.15,26.603646216528563
True,False,100.0,100.0,209243,0,0,-3,3,0,3,0.0,-0.5,3,208,0,386,False,174,550,62,213,2.8,False,591,0.9,False,,0,6,8,513047,0,498708,0,0,13.9,630,241.0,397,501,False,213,1754,3,5,7,24,0,0,0,2,0,0,3,367,340.0,523.2,414,127.5,19,2.13,3.1,5.23,23.66,0,0,0,0,0,0,0,219,95,70,55,78,50,100,65,,,,,,,0.11,0.0,0.16,0.27,1.21,1.23,59,32,742,311,179,76,217,69,0.97,0.36,84.94883241758242
True,False,100.0,100.0,247632,0,0,-4,4,1,3,2.7,-0.5,6,410,0,560,False,174,205,61,344,3.0,False,404,1.4,False,,0,6,8,588496,0,571738,0,0,17.0,537,173.0,167,159,False,344,2262,4,6,8,25,0,0,0,8,0,0,9,434,492.0,762.7,545,180.0,24,3.48,4.47,7.95,27.98,0,0,0,0,0,0,0,147,55,27,23,54,34,53,37,4.0,,,,,,0.14,0.0,0.18,0.32,1.11,0.99,71,43,736,306,147,65,167,55,0.95,0.32,100.91449639249639
